record_id,title,authors,source,year,doi_or_url,database
R232,CfgNet: A Framework for Tracking Equality-Based Configuration Dependencies Across a Software Project,S. Simon; N. Ruckel; N. Siegmund,IEEE Transactions on Software Engineering,2023,10.1109/TSE.2023.3274349,IEEE
R233,DGWC: Distributed and generic web crawler for online information extraction,L. Zhang; Z. Bu; Z. Wu; J. Cao,"2016 International Conference on Behavioral, Economic and Socio-cultural Computing (BESC)",2016,10.1109/BESC.2016.7804487,IEEE
R234,Using Traces from IoT Devices to Solve Criminal Cases,J. M. do Valle; G. Souza; N. Cacho; I. Silva; J. Budke; H. Sales; F. Lopes; D. Araújo; R. Silva,2020 IEEE 6th World Forum on Internet of Things (WF-IoT),2020,10.1109/WF-IoT48130.2020.9221265,IEEE
R235,Bioinformatics with Python Cookbook: Solve advanced computational biology problems and build production pipelines with Python and AI tools,S. Brubaker,Bioinformatics with Python Cookbook: Solve advanced computational biology problems and build production pipelines with Python and AI tools,2025,,IEEE
R236,Analysis of Modern Release Engineering Topics : – A Large-Scale Study using StackOverflow –,M. Openja; B. Adams; F. Khomh,2020 IEEE International Conference on Software Maintenance and Evolution (ICSME),2020,10.1109/ICSME46990.2020.00020,IEEE
R237,Continuously Managing NFRs: Opportunities and Challenges in Practice,C. Werner; Z. S. Li; D. Lowlind; O. Elazhary; N. Ernst; D. Damian,IEEE Transactions on Software Engineering,2022,10.1109/TSE.2021.3066330,IEEE
R238,MLOps,V. Elango; V. Gangasani; S. Subramanian,AWS Certified AI Practitioner Study Guide: Foundational (AIF-C01) Exam,2026,10.1002/9781394406692.ch08,IEEE
R239,Cross-Cloud Large Language Model Orchestration for Secure DevOps and Data Engineering in Enterprise AI,G. B. Thokala; S. Krishnan; A. Thaneeru; S. K. A. Koduri,2026 International Conference on Smart Futuristic Technology,2026,10.1109/ICSFT66733.2026.11507592,IEEE
R240,Architecting Google Cloud Solutions: Learn to design robust and future-proof solutions with Google Cloud technologies,V. Dantas,Architecting Google Cloud Solutions: Learn to design robust and future-proof solutions with Google Cloud technologies,2021,,IEEE
R241,DockerFill: Automatically Completing Dockerfile Code With Syntax-Aware Multi-Task Learning,Y. Wu; Y. Zhang; T. Wang; B. Ding; H. Wang,IEEE Transactions on Software Engineering,2026,10.1109/TSE.2025.3632074,IEEE
R242,Understanding Self-Admitted Technical Debt in Test Code: An Empirical Study,"Nakamura, Ibuki and Kashiwa, Yutaro and Lin, Bin and Iida, Hajimu",ACM Trans. Softw. Eng. Methodol.,2026,10.1145/3786791,ACM
R243,Reengineering of Simulation-based Digital Twin Toolchains for Automated Vehicles to Mitigate Technical Debt: A Case Study,"Eller, Dennis and Forst, Niklas and Stemmer, Ralf and Koopmann, Tjark and Weinert, Alexander and Fischer, Philipp M. and Gruttner, Kim and Gerndt, Andreas and Felderer, Michael",Proceedings of the 8th Workshop on Modeling and Simulation of Software-Intensive Systems,2026,10.1145/3786146.3788641,ACM
R244,TechDebt '24: Proceedings of the 7th ACM/IEEE International Conference on Technical Debt,,,2024,,ACM
R245,Racing Against the Clock: Exploring the Impact of Scheduled Deadlines on Technical Debt,"Edbert, Joshua Aldrich and Codabux, Zadia and Verdecchia, Roberto",Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering,2025,10.1145/3756681.3756974,ACM
R246,Refactorings and technical debt in docker projects: an empirical study,"Ksontini, Emna and Kessentini, Marouane and Ferreira, Thiago do N. and Hassan, Foyzul",Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering,2022,10.1109/ASE51524.2021.9678585,ACM
R247,The prevalence of the technical debt concept in serbian IT industry: results of a national-wide survey,"Mandic, Vladimir and Tau\vsan, Neboj\vsa and Rama\vc, Robert",Proceedings of the 3rd International Conference on Technical Debt,2020,10.1145/3387906.3388622,ACM
R248,TD classifier: automatic identification of Java classes with high technical debt,"Tsoukalas, Dimitrios and Chatzigeorgiou, Alexander and Ampatzoglou, Apostolos and Mittas, Nikolaos and Kehagias, Dionysios",Proceedings of the International Conference on Technical Debt,2022,10.1145/3524843.3528094,ACM
R249,Trade-offs in managing risk and technical debt in industrial research labs: an experience report,"Gauthier, Fran\ccois and Jordan, Alexander and Krishnan, Padmanabhan and Hassanshahi, Behnaz and Su\ss, Jorn Guy and Bae, Sora and Lee, Hyunjun",Proceedings of the 3rd International Conference on Technical Debt,2020,10.1145/3387906.3388623,ACM
R250,"Software archinaut: a tool to understand architecture, identify technical debt hotspots and manage evolution","Cervantes, Humberto and Kazman, Rick",Proceedings of the 3rd International Conference on Technical Debt,2020,10.1145/3387906.3388633,ACM
R251,WeakSATD: detecting weak self-admitted technical debt,"Russo, Barbara and Camilli, Matteo and Mock, Moritz",Proceedings of the 19th International Conference on Mining Software Repositories,2022,10.1145/3524842.3528469,ACM
R252,Best practices for reproducible research,"Herrera, William",XRDS,2019,10.1145/3312549,ACM
R253,MultiDimEr: a multi-dimensional bug analyzEr,"Silva, Lakmal and Unterkalmsteiner, Michael and Wnuk, Krzysztof",Proceedings of the International Conference on Technical Debt,2022,10.1145/3524843.3528099,ACM
R254,An introduction to Docker for reproducible research,"Boettiger, Carl",SIGOPS Oper. Syst. Rev.,2015,10.1145/2723872.2723882,ACM
R255,Towards Reproducible Research in a Biomedical Collaboration Platform following the FAIR Guiding Principles,"Jansen, Christoph and Beier, Maximilian and Witt, Michael and Frey, Sonja and Krefting, Dagmar",Proceedings of the 10th IEEE/ACM International Conference on Utility and Cloud Computing Companion,2017,10.1145/3147234.3148104,ACM
R256,Automating Dockerfile Refactoring to Multi-stage Builds,"Chen, Dongjin and Yang, Wenhua and Pan, Minxue and Zhou, Yu",Proc. ACM Softw. Eng.,2026,10.1145/3797098,ACM
R257,What you See is What you Get: Exploring the Relation between Code Aesthetics and Code Quality,"Maikantis, Theodoros and Natsiou, Iliana and Ampatzoglou, Apostolos and Chatzigeorgiou, Alexander and Xinogalos, Stelios and Mittas, Nikolaos",Proceedings of the 7th ACM/IEEE International Conference on Technical Debt,2024,10.1145/3644384.3644474,ACM
R258,Towards microservice smells detection,"Pigazzini, Ilaria and Fontana, Francesca Arcelli and Lenarduzzi, Valentina and Taibi, Davide",Proceedings of the 3rd International Conference on Technical Debt,2020,10.1145/3387906.3388625,ACM
R259,QUPER-MAn: Benchmark-Guided Target Setting for Maintainability Requirements,"Borg, Markus and Larsson, Martin and Breid, Philip and Hagatulah, Nadim",Proceedings of the 1st International Workshop on Responsible Software Engineering,2025,10.1145/3711919.3728680,ACM
R260,Customizable visualization of quality metrics for object-oriented variability implementations,"Mortara, Johann and Collet, Philippe and Pinna-Dery, Anne-Marie",Proceedings of the 26th ACM International Systems and Software Product Line Conference - Volume A,2022,10.1145/3546932.3547073,ACM
R261,DRIVE: Dockerfile Rule Mining and Violation Detection,"Zhou, Yu and Zhan, Weilin and Li, Zi and Han, Tingting and Chen, Taolue and Gall, Harald",ACM Trans. Softw. Eng. Methodol.,2023,10.1145/3617173,ACM
R262,Fixing Dockerfile smells: an empirical study,Giovanni RosaFederico ZapponeSimone ScalabrinoRocco Oliveto,Empirical Software Engineering,2024,10.1007/s10664-024-10471-7,Springer
R263,Containerizing Java Applications with Dockerfile,Ashish Choudhary,When Docker Meets Java,2025,10.1007/979-8-8688-1300-9_5,Springer
R264,Methodology for&#xa0;Analyzing Dockerfile Using AI for&#xa0;Vulnerabilities,Pavel SharikovAndrey Chechulin,"Proceedings of the Ninth International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’25), Volume 1",2026,10.1007/978-3-032-13615-2_23,Springer
R265,Oracle Dockerfile Recipes,Sean Scott,Oracle on Docker,2023,10.1007/978-1-4842-9033-0_13,Springer
R266,Dockerfile Syntax,Sean Scott,Oracle on Docker,2023,10.1007/978-1-4842-9033-0_12,Springer
R267,Understanding the Dockerfile,Sathyajith Bhat,Practical Docker with Python,2022,10.1007/978-1-4842-7815-4_4,Springer
R268,Understanding a DockerFile,Peter De Tender,Building and Deploying Container Workloads on Azure,2021,10.1007/978-1-4842-7807-9_3,Springer
R269,An Effective Seafile Dockerfile for Raspberry Pi to Make Docker YAML Files for Treehouses,Hiroyuki TerauchiNaixue Xiong,Smart Computing and Communication,2021,10.1007/978-3-030-74717-6_14,Springer
R270,Latest Image Recommendation Method for Automatic Base Image Update in&#xa0;Dockerfile,Shinya KitajimaAtsuji Sekiguchi,Service-Oriented Computing,2020,10.1007/978-3-030-65310-1_40,Springer
R271,A clustering-based approach for mining dockerfile evolutionary trajectories,Yang ZhangHuaimin WangVladimir Filkov,Science China Information Sciences,2018,10.1007/s11432-017-9415-3,Springer
R272,Understanding the Dockerfile,Sathyajith Bhat,Practical Docker with Python,2018,10.1007/978-1-4842-3784-7_4,Springer
R273,The Dockerfile,Joshua Cook,Docker for Data Science,2017,10.1007/978-1-4842-3012-1_5,Springer
